CO_GT,PT08_S1_CO,NMHC_GT,NOx_GT,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,PT08_S2_NMHC
4.0,1444.25,-900.0,498.4,456.75,145.4,1615.5,1632.5,13.449999904633,183.550004577637,1.9660681935206734,1426.5
4.0,1430.25,-900.0,608.0,498.25,137.0,1747.5,1535.5,19.32500038147,173.65000114440997,2.6514813504401675,1418.75
0.7999999999999999,925.0,80.0,50.0,1204.75,61.0,1320.0,837.75,11.175000286102,189.77500114440997,1.7661022317363877,784.5
1.8,1148.5,-900.0,293.5,738.25,151.5,1160.25,942.5,6.35,216.475005722047,1.4814144931699122,936.5
-900.0,820.0,-900.0,-900.0,1396.0,-900.0,1366.25,402.25,29.025000190735,145.15000114440997,3.896317523693336,644.0
3.1,1384.5,-900.0,899.0,487.5,236.0,1471.0,1865.0,7.8500001192093,147.17500171661501,1.1381167224325341,1541.5
-900.0,1374.0,-900.0,278.0,485.33333333333,143.0,2269.3333333333,1535.0,27.466666793823002,145.999997711182,3.589401501673154,1483.0
0.2,1046.0,-900.0,138.1,930.25,105.0,1199.5,830.0,11.374999856949,215.35,2.0154780966812207,820.25
2.1,1074.5,-900.0,269.0,829.5,123.0,1459.5,914.0,26.724999523163003,96.32499799728399,2.3039820399296387,1096.5
1.4000000000000001,1024.75,-900.0,174.3,802.5,116.0,1013.75,641.5,24.1,57.92499885559,1.234566312117829,929.0
-900.0,961.25,-900.0,-900.0,914.0,-900.0,1474.5,943.0,20.70000038147,188.79999599456798,3.117534152122494,914.5
3.4,1327.75,-900.0,561.0,572.5,117.0,1532.75,1584.0,13.449999904633,206.649995422363,2.2010431573273337,1302.75
2.3000000000000003,1352.5,-900.0,468.8,506.25,183.1,1417.25,1341.25,18.949999904633,95.500002002716,1.470561337968861,1273.25
0.7999999999999999,1005.25,-900.0,49.0,981.25,55.0,1474.5,811.5,16.450000143051,156.39999828338497,2.0224764075449384,950.0
2.6,1306.75,-900.0,266.0,591.5,146.0,1936.5,1697.75,27.20000038147,104.65000114440998,2.56195238589991,1379.5
1.3,913.75,-900.0,218.5,940.0,135.1,814.0,568.0,12.949999904633,59.649999713899,0.6866438151447876,883.5
1.7000000000000002,1144.75,-900.0,-900.0,754.25,-900.0,1024.75,1193.0,7.8000000476836995,149.12500057220498,1.1483853586508042,920.0
4.1,1417.0,-900.0,859.0,540.5,184.0,1521.0,1797.25,13.774999952316,179.87500057220498,1.9670636935551706,1342.25
2.1,1117.5,-900.0,356.0,868.5,132.0,1470.0,1126.75,30.399999713898,69.1,2.0539036412624267,1226.0
1.5,995.25,-900.0,169.4,885.5,114.2,943.5,614.5,21.225,71.27500114441,1.2750568120647532,826.5
-900.0,1235.75,-900.0,-900.0,612.5,-900.0,1694.75,1235.5,18.875000095367003,182.42499885559002,2.7072921260610388,1284.75
4.8999999999999995,1385.25,-900.0,293.0,543.0,140.0,2537.75,1627.75,23.775000190735,147.17500171661501,2.9304119573627396,1711.25
0.4,773.0,-900.0,24.0,1700.5,29.0,1314.25,382.25,19.225,158.12500057220498,2.409004096593951,626.5
5.699999999999999,1551.25,-900.0,718.9,426.25,167.2,1895.75,1772.0,13.175000047684,188.79999599456798,1.985963662236118,1642.0
1.8,1124.25,-900.0,128.0,761.0,118.0,1744.5,840.75,38.875000572205,62.050000286101,2.9072903309057136,1164.75
2.6,1228.5,-900.0,381.6,636.75,203.3,1159.75,1328.25,11.049999809265,104.949996566773,1.013543778615202,1129.25
4.199999999999999,1260.75,-900.0,644.0,598.5,153.0,1696.0,1551.5,17.900000190735,137.124997711183,1.944858122850294,1481.5
2.5,1170.5,-900.0,307.0,648.25,207.0,1248.5,954.0,5.85,217.749991989136,1.4435108682064748,1134.5
0.9,968.0,-900.0,-900.0,850.0,-900.0,1386.5,865.75,19.449999427795003,204.475,3.1278128997843884,895.5
1.7000000000000002,958.75,-900.0,103.0,970.75,94.0,1510.0,758.0,12.35,199.29999599456798,1.9880661149785106,990.5
-900.0,1017.5,-900.0,88.0,845.75,67.1,1122.5,550.25,13.050000047684,195.850005722047,2.0408046488524128,790.0
1.5,1046.5,-900.0,152.0,1222.0,88.0,1222.5,848.5,16.6,177.62500057220498,2.3041507694531527,894.0
2.9,1336.5,-900.0,442.8,564.5,148.4,1405.75,1454.25,13.85,152.65000114440997,1.691918016841027,1236.75
-900.0,964.0,-900.0,83.0,802.5,97.0,1485.0,925.25,26.424999809265003,87.24999914169399,2.0614015758849726,1068.0
0.9,858.75,-900.0,108.0,1191.0,70.0,929.75,720.5,6.8749999761581,175.90000114440997,1.262640906344833,701.0
1.3,980.25,-900.0,246.0,1028.25,107.0,970.25,962.25,9.4250000476837,129.324999427795,1.1123373842184847,922.25
2.1,-900.0,-900.0,472.0,-900.0,112.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
-900.0,1564.0,-900.0,-900.0,472.5,-900.0,2031.0,1782.25,24.024999713898,171.849997138978,3.4548519030311047,1552.25
0.7,838.25,-900.0,25.0,1014.5,34.0,1485.5,617.0,23.975,183.62500057220498,3.674205837224163,759.25
-900.0,796.75,-900.0,-900.0,1541.5,-900.0,1215.25,345.25,10.975,202.749994850158,1.8570644729879247,668.25
3.5,1332.25,-900.0,448.0,525.25,96.0,1779.5,1454.25,26.725,128.574999427795,3.042651131223453,1427.5
-900.0,937.75,-900.0,-900.0,889.5,-900.0,1288.25,641.5,20.449999904633,123.85,2.0490021416420148,1007.0
-900.0,996.25,-900.0,-900.0,919.25,-900.0,1680.25,912.0,21.85,125.725,2.25393459958607,1126.75
1.3,973.75,94.0,81.0,1218.5,91.0,1190.5,555.0,13.225,103.22499856948899,1.133991784281577,849.5
1.2000000000000002,-900.0,-900.0,95.0,-900.0,53.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
2.9,1079.25,-900.0,208.0,812.5,127.0,1860.75,1079.5,35.974999046326005,56.94999942779501,2.2997158446255215,1344.5
1.5,1016.0,-900.0,-900.0,872.0,-900.0,1138.0,719.75,12.699999904633,188.27499828338497,1.9242226949957917,831.0
2.4,1006.75,-900.0,381.0,742.75,140.5,1031.0,1060.75,15.150000190735,62.500000572204996,0.8072141874207768,1140.0
1.6,1113.5,-900.0,183.0,829.25,112.0,1464.75,1184.25,27.524999713898,94.52499971389899,2.3659766633757093,1174.25
-900.0,1049.25,-900.0,-900.0,921.0,-900.0,1435.5,909.5,20.70000038147,179.574999427795,2.9700156424016377,907.0
0.7999999999999999,912.75,-900.0,156.1,1032.5,115.0,832.5,888.0,1.5000000301749001,170.499997711183,0.8805173970457226,723.5
1.9000000000000001,1292.0,-900.0,106.0,950.75,83.0,1629.75,907.75,19.475,138.25000057220498,2.1498332419844304,1032.75
2.3000000000000003,1100.75,-900.0,192.0,776.25,141.0,1646.0,1077.5,36.275000190735,54.175000286101,2.2271099298546386,1206.5
-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.7000000000000002,977.75,-900.0,280.0,882.75,122.0,1063.5,1021.25,7.8000000476836995,173.725,1.3214454433607026,927.5
-900.0,753.75,-900.0,-900.0,1568.0,-900.0,1330.75,447.25,19.275000667572,153.47500286102198,2.347957856557393,669.5
-900.0,1133.5,-900.0,-900.0,733.25,-900.0,1614.0,1043.0,29.199999904633,100.82500228881699,2.7628902868699736,1102.0
0.9,925.75,-900.0,39.0,962.25,46.0,1555.75,524.0,32.250000572205,120.925001716615,3.8997188283950504,839.0
3.0,1558.5,107.0,193.0,886.5,130.0,1623.75,1536.75,14.049999809265,160.90000114440997,1.7995434408663755,1163.0
4.6,1494.0,-900.0,254.0,675.25,145.0,2009.75,1473.0,15.575000143051,151.975,1.8680939207899787,1494.25
-900.0,1161.25,-900.0,114.0,670.25,101.0,1820.25,920.0,30.174999809265003,135.249997711183,3.878274061357825,1140.25
1.3,919.5,-900.0,105.0,1070.0,97.0,1253.5,765.0,19.24999961853,68.575000858306,1.1020706138130292,995.0
1.8,958.5,-900.0,327.0,870.5,112.0,1029.0,835.5,18.199999904633,62.42499885559,0.9548690593988846,1063.75
-900.0,782.5,-900.0,23.2,1782.75,21.0,777.75,275.5,3.8000000476837,168.85000286102198,1.0060921676618062,538.25
4.5,1512.75,-900.0,1002.4,477.25,212.4,1496.25,1986.75,5.200000023841899,193.000000572205,1.239492270567299,1486.0
2.1,1194.25,216.0,91.0,903.75,80.0,1597.25,874.75,15.725,220.524995422363,2.690504734708725,1000.25
0.7,890.25,-900.0,68.0,994.0,65.0,1463.5,839.0,21.449999904633,127.074999427795,2.2250573463325085,901.5
1.9000000000000001,1103.5,-900.0,92.0,751.75,93.0,1773.0,1016.25,29.775000190735,101.65000114440998,2.8747435993535073,1169.5
3.6,1508.5,229.0,256.0,837.0,140.0,1736.0,1493.0,11.075000143051,177.47500286102198,1.6479600067725708,1277.0
1.3,1095.75,-900.0,134.6,734.0,81.9,1301.5,670.0,23.675000286102,118.449996566773,2.3640689693552206,902.25
-900.0,1148.0,-900.0,-900.0,864.25,-900.0,1619.0,942.5,13.924999809265,179.35,1.9795124251875147,1087.0
1.5,938.75,-900.0,89.0,1007.75,69.0,1609.25,707.5,30.799999809265003,78.02500114441,2.3574830329057646,1050.25
2.1,1324.75,218.0,113.0,774.5,108.0,1671.75,1377.25,18.85,143.27500114440997,2.1442855659240196,1193.0
0.6,908.25,-900.0,51.5,1138.0,46.8,817.0,480.0,6.9999999761581,135.02499828338497,0.9998204823153849,645.5
1.3,990.25,-900.0,82.0,861.75,84.0,1643.75,969.5,22.95000038147,130.824999427795,2.4947194513711515,1049.5
4.6,1512.0,-900.0,608.2,415.75,199.1,1711.25,1694.25,20.225000476837,127.29999885559,2.0760263105461516,1499.5
0.7999999999999999,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.5,1017.0,-900.0,159.0,827.5,114.0,1003.25,554.0,13.200000143051,79.825000858306,0.8980900159488316,993.5
3.7,1372.25,-900.0,267.0,643.25,137.0,1997.25,1330.25,16.125000095367003,177.85,2.2421885999764566,1386.5
1.8,1202.75,-900.0,212.0,663.75,120.3,1331.75,1060.75,13.224999761581,206.124997711183,2.1657275606347994,1026.0
0.7,816.0,-900.0,179.0,1183.5,98.0,815.25,610.25,4.35,131.949999427795,0.8350938584767755,748.25
-900.0,1093.0,-900.0,-900.0,859.5,-900.0,1587.75,1059.0,12.824999904633,194.650004005432,2.001240702920238,1087.5
2.3000000000000003,1214.25,-900.0,250.0,607.0,75.0,1696.25,1832.0,23.225,184.074999427795,3.526149569224263,1214.5
2.0,913.25,-900.0,343.0,864.25,138.0,950.25,975.0,14.774999952316,49.900001144410005,0.6511697273192576,1159.25
1.9000000000000001,1124.75,-900.0,115.0,897.75,104.0,1723.25,995.75,22.174999809265003,132.47500286102198,2.414599987632748,1177.5
1.2000000000000002,1028.0,-900.0,62.0,861.5,68.0,1550.25,696.75,29.24999961853,89.04999885558999,2.4583589783086,1030.0
5.3999999999999995,1759.75,451.0,399.0,626.25,151.0,2224.0,1845.25,17.924999332428,128.725,1.8344509263446325,1580.5
-900.0,929.5,-900.0,-900.0,1022.5,-900.0,1595.0,709.25,28.774999713898,83.12500057220498,2.241905456434796,1072.5
-900.0,765.0,-900.0,-900.0,1330.5,-900.0,1087.0,470.5,14.975000238419,169.15000114440997,1.9948436960593674,656.25
-900.0,1167.75,-900.0,-900.0,641.0,-900.0,1759.75,1080.75,29.975,118.75000057220498,3.3793003438668783,1193.25
1.0,1036.25,-900.0,68.0,806.75,80.0,1544.75,1232.75,28.475000476837,97.60000286102198,2.5721699172905392,1014.25
0.9,849.0,-900.0,64.0,1088.5,68.0,1268.5,465.0,35.874999618530005,53.499999141694,2.154889810141988,858.0
2.9,1205.25,-900.0,475.6,653.75,200.1,1067.25,1631.0,5.1999999046326,109.449999427795,0.7459485627648827,1169.5
3.1,1283.75,-900.0,191.0,597.5,157.0,2003.0,1281.75,38.800000762939,60.999999141694,2.8485585754593155,1444.5
1.9000000000000001,1184.75,-900.0,262.1,633.5,127.6,1333.0,926.25,21.674999809265003,119.04999885559,2.118035885991285,1011.75
-900.0,1080.75,-900.0,-900.0,745.5,-900.0,1656.0,703.5,38.025000190735,77.05000171661499,3.4302546487900685,1076.25
-900.0,1258.5,-900.0,107.0,642.0,105.0,1795.0,1253.75,30.225,90.77499971389899,2.642172113701567,1275.5
0.6,877.5,-900.0,68.7,1115.0,51.7,1100.25,594.25,14.299999809265,195.54999599456798,2.1989071311899187,651.75
2.1,1211.25,-900.0,298.4,657.75,138.9,1322.5,1042.0,16.374999856949003,154.67500171661501,1.992342940805604,1071.0
0.7999999999999999,842.25,-900.0,54.0,1297.25,61.0,1447.5,513.5,23.650000190735,114.39999828338499,2.283333127600419,838.0
1.8,-900.0,-900.0,91.0,-900.0,92.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
2.6,1048.25,-900.0,188.0,826.5,116.0,1854.5,985.25,34.45000038147,61.150001144410005,2.271316131348492,1296.75
4.0,1404.5,-900.0,242.0,535.75,121.0,2349.5,1619.0,26.699999904633,153.700002288817,3.61298965299269,1509.25
4.0,1409.25,-900.0,258.0,617.75,125.0,2156.25,1309.25,16.475000476837,217.29999885559002,2.7757289816989448,1415.0
5.5,1498.25,-900.0,910.0,473.5,228.9,1551.5,1520.75,4.999999856948899,247.225,1.5401240131958376,1394.5
2.1,1042.75,-900.0,395.0,778.25,119.0,1097.75,1107.0,4.975,199.000000572205,1.2571253525531267,1038.5
3.5,1362.5,-900.0,542.0,541.25,139.0,1942.0,1522.5,25.225,148.60000286102198,3.214498749578255,1454.75
1.0,967.0,-900.0,86.0,912.5,60.0,1431.75,739.25,21.57500038147,173.949999427795,3.0316539583799655,929.75
1.6,1059.5,-900.0,80.0,830.75,87.0,1666.0,777.25,27.775000190735,130.15000114440997,3.2665351155189084,1017.75
4.6,1426.75,-900.0,554.3,443.5,170.2,1652.75,1725.0,16.600000476837,154.75000057220498,2.020134780073003,1412.75
1.4000000000000001,936.75,-900.0,92.0,944.0,87.0,1449.0,615.5,36.725000953674,45.624999856948,1.9354952235762108,1022.5
-900.0,1656.0,-900.0,-900.0,435.75,-900.0,2039.75,1917.5,22.500000095367003,193.82500514984199,3.554223627261832,1605.25
1.3,923.75,-900.0,215.0,999.5,133.3,905.5,693.25,8.549999809265099,122.949999427795,1.0083760095237557,823.5
-900.0,1122.0,-900.0,-900.0,851.25,-900.0,1483.25,1016.75,24.900000190735,144.77499828338497,3.0765628608484277,982.75
1.1,999.75,-900.0,119.0,786.0,58.0,1436.25,906.25,20.424999809265003,211.975,3.4318457217633753,957.0
6.3,1782.25,1098.0,305.0,491.75,130.0,2573.0,1808.0,16.275000190735,157.52500114440997,2.0151849203361865,1785.75
4.0,1464.0,-900.0,718.0,492.25,136.0,1583.5,1705.75,10.150000190735,250.749997711183,2.159284413774381,1407.25
1.8,1170.75,-900.0,204.0,670.75,72.0,1531.0,1138.25,20.525000190735,200.19999656677302,3.2659156176968613,1132.75
-900.0,1052.5,-900.0,-900.0,783.5,-900.0,1493.5,709.25,35.900001144409,69.24999914169399,2.764629673754228,1084.0
8.1,2064.75,699.0,407.0,540.25,188.0,2692.0,2124.25,20.525000667572,127.6,2.1172626682148468,1904.25
1.9000000000000001,1042.5,-900.0,257.7,748.5,163.3,1027.5,806.0,13.074999904633,89.125002002716,0.9840738603561389,1018.25
1.5,1053.5,-900.0,78.0,801.5,55.0,1636.75,780.25,29.174999809265003,145.449999427795,3.937133173677846,965.5
2.4,1262.5,-900.0,153.0,633.75,117.0,1895.5,1308.0,32.799999809265,103.67500314712598,3.4595598711240236,1237.75
3.9,1595.0,-900.0,577.5,465.5,216.7,1460.75,2021.5,11.1,154.449999427795,1.4492119892405746,1374.25
2.3000000000000003,1241.25,-900.0,324.8,573.75,162.4,1289.75,968.5,27.925000286102,60.175000286101,1.5755230519389944,1162.5
6.1,1561.75,-900.0,641.1,389.5,224.6,1868.25,1842.0,17.349999523163003,158.199999427795,2.1570698881397172,1596.25
5.1,1594.0,812.0,252.0,632.0,140.0,2067.0,1511.5,13.725,195.924993133546,2.12726997253218,1466.25
-900.0,1165.25,-900.0,-900.0,708.5,-900.0,1703.0,1047.75,33.300000762939,101.42499885559,3.4799775805944093,1266.5
4.199999999999999,1523.5,-900.0,436.0,466.5,98.0,2142.5,1567.25,20.924999809265003,192.92499885559002,3.2259776405881446,1650.5
-900.0,907.25,-900.0,-900.0,988.5,-900.0,934.5,728.5,8.050000166893,143.04999885559002,1.1225118935455238,809.5
4.0,1196.75,-900.0,583.0,619.25,194.0,1473.75,1244.75,10.35,213.40000114440997,1.8755090762708562,1308.5
-900.0,904.0,-900.0,137.4,1117.0,98.8,852.25,793.5,2.6249999761581,162.324999427795,0.9034009991697056,744.25
2.3000000000000003,1050.0,-900.0,275.0,721.75,162.6,1047.5,816.0,13.475,87.17499885558999,0.9871516008345531,1063.25
1.5,996.5,-900.0,82.0,804.75,89.0,1520.75,880.75,29.6,96.25000057220498,2.70098356228879,1048.0
1.1,880.25,-900.0,69.0,1132.0,63.0,1461.75,527.5,25.74999961853,111.09999713897801,2.501147456046692,848.0
1.1,910.0,-900.0,107.3,1069.5,92.7,773.0,518.75,4.624999856948899,114.47500286102198,0.7497354093403832,732.25
2.7,1108.0,-900.0,-900.0,704.0,-900.0,1549.5,927.75,29.650000190735,73.00000057220498,2.077700574115795,1243.75
-900.0,1213.25,-900.0,-900.0,788.25,-900.0,1665.75,1078.5,21.425000286102,82.14999971389899,1.4711140485389123,1231.75
1.3,1031.0,-900.0,118.0,918.75,112.0,1648.5,770.75,30.750000095367003,70.375002002716,2.1300805663315896,1204.25
-900.0,850.0,-900.0,-900.0,932.75,-900.0,1428.0,776.0,19.524999713898,193.525004005432,2.978807509510968,844.25
0.7999999999999999,901.5,-900.0,96.2,1145.75,80.3,841.5,400.5,7.4250000476836995,146.05000171661501,1.101401355192453,691.0
2.1,1048.25,-900.0,109.0,893.75,92.0,1580.75,971.0,13.574999904633,203.35,2.184068598463624,1027.5
1.9000000000000001,1088.75,-900.0,343.1,725.0,194.6,991.75,1101.0,11.500000095367,83.64999971389899,0.8495541563758413,1031.0
-900.0,859.5,-900.0,-900.0,1263.5,-900.0,974.0,433.75,10.775000190735,187.52499828338497,1.7040215986562024,633.75
2.1,-900.0,-900.0,117.0,-900.0,105.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.8,1221.5,131.0,147.0,954.75,119.0,1511.0,966.5,11.550000047684,213.02500114440997,2.016422958015412,986.5
-900.0,994.5,-900.0,-900.0,914.25,-900.0,1113.5,734.25,10.150000190735,194.04999885559002,1.6934498836704197,827.75
0.9,879.5,-900.0,56.0,979.75,72.0,1429.25,510.0,32.475,61.675000286101,2.061101822277428,962.25
-900.0,1023.75,-900.0,66.0,949.0,50.0,1768.75,886.5,20.400000190735,212.80000171661501,3.439724330544451,1002.5
1.7000000000000002,968.75,-900.0,264.0,863.0,84.0,1334.0,933.0,14.700000143051,169.30000171661501,1.9637646626668372,1058.0
-900.0,1034.25,-900.0,193.9,816.75,136.7,986.75,1012.5,4.450000023841899,191.949996566773,1.176929640923334,859.75
-900.0,1115.5,-900.0,-900.0,699.25,-900.0,1765.75,1060.25,29.824999904633,151.67500171661501,4.253495538641314,1074.5
3.0,1442.25,221.0,174.0,827.5,120.0,1843.5,1406.0,23.424999809265003,96.624997711183,1.9191984391347874,1296.25
2.3000000000000003,-900.0,-900.0,317.0,-900.0,101.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
4.1,1348.5,-900.0,391.0,534.5,81.0,1932.5,1446.0,19.95000038147,192.69999942779498,3.042138858635167,1485.0
1.4000000000000001,1142.75,-900.0,287.3,700.0,117.7,1069.0,1369.75,5.6,199.6,1.3108449355666343,991.0
1.2000000000000002,1072.25,-900.0,149.3,813.75,91.9,1180.0,951.0,12.524999952316,208.450002288817,2.097185541708098,857.5
2.3000000000000003,1242.0,-900.0,129.0,657.5,102.0,1853.0,1229.25,24.074999904633,155.79999885559002,3.150402095877805,1209.5
4.199999999999999,-900.0,-900.0,743.0,-900.0,171.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.7000000000000002,1172.75,-900.0,139.0,819.5,76.0,1896.25,1169.75,20.574999904633,200.65000114440997,3.282715189566839,1198.25
3.1,1132.25,-900.0,484.8,636.5,167.5,1185.25,1301.0,15.450000143051,70.675000286101,0.9151663397404555,1284.25
1.4000000000000001,1091.0,-900.0,66.0,789.75,57.0,1670.25,766.0,36.275000190735,104.72500286102198,4.215559525090783,963.0
5.0,1501.75,-900.0,645.8,454.25,241.5,1575.0,1734.75,15.6,144.85000286102198,1.7878039506049537,1397.0
-900.0,1141.75,-900.0,151.0,669.0,138.0,1793.25,826.0,37.625000572205,73.37500057220498,3.2030285458464487,1202.0
1.8,1532.5,-900.0,800.1,494.25,208.3,1510.75,1793.25,8.1500001907349,221.425004577637,1.6936760806377817,1395.5
1.9000000000000001,-900.0,-900.0,122.0,-900.0,102.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.0,1001.0,-900.0,107.0,1067.75,103.0,1560.25,840.5,20.12499961853,142.974997138978,2.306019410454601,1008.25
3.4,-900.0,-900.0,494.7,-900.0,248.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
3.4,1416.25,-900.0,493.0,515.5,113.0,1703.75,1436.75,20.49999961853,171.1,2.8013866513510663,1363.75
-900.0,1253.25,-900.0,-900.0,665.5,-900.0,1801.25,1194.25,32.400001144409,107.72499713897801,3.5133129459218893,1324.0
0.7999999999999999,904.25,-900.0,113.0,1259.5,65.0,1124.0,538.75,11.6,244.29999885559002,2.305047818246828,725.25
-900.0,1029.75,-900.0,65.0,744.5,82.0,1633.0,1001.5,25.150000190735,138.85,2.9971545554998245,1049.5
2.4,1403.75,-900.0,140.0,899.25,127.0,1673.25,1145.5,25.250000572205,74.65000114441,1.6658500242408016,1236.75
2.2,1165.25,-900.0,110.0,723.75,113.0,1791.5,1061.0,27.775000190735,118.14999828338499,2.97435187744597,1185.25
0.9,798.0,-900.0,52.0,1328.75,50.0,1386.75,490.75,26.650000667572,87.17499885558999,2.0856825727389534,826.0
0.30000000000000004,723.25,-900.0,23.0,1662.5,19.0,915.75,341.0,10.874999856949,152.65000114440997,1.4140899804476734,573.5
2.6,1264.25,-900.0,433.5,555.75,160.0,1312.25,1381.5,23.324999904633,70.14999971389899,1.412359760790946,1211.5
2.2,1080.25,-900.0,418.8,729.25,221.1,1030.0,1037.25,6.6499999523163,118.749997711183,0.8729299803324182,1049.25
0.9,891.75,-900.0,137.0,1017.25,94.0,830.25,390.75,19.449999904633,66.92499885558999,1.0900114959507325,762.75
0.9,885.75,-900.0,64.0,994.75,79.0,1421.75,510.75,33.35,57.700000858306005,2.0267903997177514,961.0
1.5,898.75,-900.0,202.1,916.25,136.4,805.25,593.25,12.149999952316,58.149999713899,0.6431579269429013,901.0
1.8,-900.0,-900.0,252.7,-900.0,131.7,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
-900.0,1006.5,-900.0,-900.0,920.25,-900.0,1120.25,710.0,8.8499997615814,249.17499885559002,1.9786240020819068,794.75
3.0,1260.5,-900.0,96.0,540.25,28.0,2009.5,1322.75,21.724999523163003,171.77500114440997,3.0213530678050913,1447.25
1.9000000000000001,1018.0,-900.0,154.0,884.0,97.0,1678.0,844.25,21.625000095367003,133.60000286102198,2.3580456920612853,1076.75
0.5,869.25,-900.0,-900.0,1325.0,-900.0,921.25,387.0,2.5749999642372,259.750003433227,1.3814511679399364,604.25
1.9000000000000001,1265.5,-900.0,101.0,778.5,91.0,1760.5,1071.75,22.425000286102,136.29999885559002,2.517593057024655,1161.0
2.0,1032.75,-900.0,136.0,814.5,125.0,1601.25,1126.5,27.475000476837,81.474998569489,2.0471396266554907,1154.25
0.9,-900.0,-900.0,100.2,-900.0,72.2,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
-900.0,1271.5,-900.0,130.0,661.5,136.0,1774.25,1367.5,30.300000286102,92.500002002716,2.7016481491943343,1277.25
1.7000000000000002,982.0,-900.0,175.0,889.25,103.0,1537.5,873.0,25.82500038147,99.17499885559,2.2526591631025754,1025.25
6.0,1619.5,-900.0,1017.0,493.0,219.0,1835.0,2141.5,14.224999761581,134.725,1.538835469970208,1777.75
2.1,-900.0,-900.0,210.7,-900.0,144.6,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
4.1,1442.5,556.0,234.0,678.75,130.0,1903.0,1420.0,19.250000095367003,107.050001716615,1.6651180089829254,1431.75
3.8000000000000003,1564.25,299.0,232.0,695.5,96.0,2067.75,1509.0,13.725,168.999997711183,1.8485300943538197,1437.0
1.2000000000000002,936.0,-900.0,-900.0,944.75,-900.0,1182.75,841.25,11.675000047684,220.29999885559002,2.0980217621906814,869.0
1.5,907.25,-900.0,206.0,920.25,117.1,828.25,584.0,2.0249999821186,105.1,0.5988357467034485,915.75
2.7,1267.5,-900.0,155.0,672.5,104.0,1991.0,1196.5,23.699999427795003,179.574999427795,3.538530269655729,1222.0
0.7999999999999999,940.25,-900.0,-900.0,959.75,-900.0,1498.25,847.0,20.250000095367003,221.57499656677302,3.5458244696640517,875.0
2.4,1022.25,-900.0,380.0,736.75,164.9,938.75,949.25,16.625000095367003,44.725,0.654931722233968,1124.5
-900.0,1071.0,-900.0,-900.0,772.25,-900.0,1470.75,985.25,20.35,195.85,3.1642235928008553,954.25
4.3999999999999995,1488.0,-900.0,488.0,441.0,98.0,2024.25,1591.75,21.175000286102,198.325002288817,3.3626673750196376,1634.0
-900.0,949.0,-900.0,-900.0,900.25,-900.0,1369.75,754.25,18.699999666214,181.29999885559002,2.663394894222613,916.25
2.7,1073.25,-900.0,327.2,799.0,182.1,967.5,889.5,5.6,130.67499885559002,0.8925116595283721,996.75
-900.0,1146.25,-900.0,-900.0,897.0,-900.0,1399.25,933.75,33.900000190735,65.800000286101,2.366281848037269,1115.25
-900.0,808.5,-900.0,-900.0,1125.75,-900.0,1404.5,556.25,26.125000095367003,121.90000114440998,2.7934574906074023,737.0
8.1,1769.0,-900.0,823.0,350.25,137.0,2481.5,2008.5,20.125000095367003,205.825002288817,3.2764365394536585,1942.5
2.4,1201.25,-900.0,-900.0,610.0,-900.0,1209.0,1302.25,18.924999809265003,78.699999427795,1.2274670874606506,1118.5
1.1,973.25,-900.0,71.0,798.5,72.0,1612.75,928.25,24.149999713898,160.15000114440997,3.24964157682681,978.75
1.1,911.0,-900.0,66.0,934.0,82.0,1604.5,919.75,23.574999904633,145.00000057220498,2.855488770254281,963.0
3.5,1190.5,-900.0,484.0,637.75,175.0,1583.25,1504.25,26.225,74.574999427795,1.7566107564482056,1415.25
-900.0,960.25,-900.0,46.0,861.5,57.0,1600.75,730.0,25.199999904633,153.324996566773,3.3088573710560314,937.0
-900.0,1293.0,-900.0,-900.0,591.25,-900.0,1336.0,1634.25,14.199999666214,117.77500114440998,1.3556791263546952,1329.5
4.3,1258.75,-900.0,199.0,618.75,108.0,2108.0,1267.5,16.500000095367003,150.62500057220498,1.9572529761806166,1504.75
2.7,1393.75,318.0,139.0,713.0,92.0,1831.25,1163.5,20.974999523163003,110.04999885559,1.8878744331296693,1281.75
2.2,1218.75,-900.0,257.0,650.5,75.0,1655.0,1060.75,22.299999809265003,193.150004005432,3.5010202868528895,1149.75
4.199999999999999,1776.25,-900.0,691.6,432.5,222.2,1554.25,2227.75,9.4999998569489,220.15000114440997,1.8323805202936612,1405.0
